title,description,source,published_at,url,content
Chidambaram says he favoured military retaliation post-26/11 but was overruled amid global pressure,"Former Union Home Minister P. Chidambaram disclosed his inclination for retaliatory action against Pakistan post-26/11 Mumbai attacks. He was ultimately swayed by diplomatic pressure, particularly from the US, and the MEA's counsel, leading to a decision to e…",The Times of India,2025-10-01T03:48:30Z,https://economictimes.indiatimes.com/news/politics-and-nation/chidambaram-says-he-favoured-military-retaliation-post-26/11-but-was-overruled-amid-global-pressure/articleshow/124247205.cms,Former Union Home Minister P. Chidambaram has disclosed that he was inclined towards retaliatory action against Pakistan after the 26/11 Mumbai terror attacks but was ultimately persuaded against it.… [+3098 chars]
Climate Change as Catalyst in Strengthening Pakistan–Nepal Relations,"In this brief article, we will underline how the impact of climate change in both countries is creating new imperatives to further strengthen Nepal–Pakistan relations. We will briefly see how the two countries are inseparably connected through mountain ranges…",Khabarhub.com,2025-09-30T23:45:41Z,https://english.khabarhub.com/2025/01/498686/,"In this brief article, we will underline how the impact of climate change in both countries is creating new imperatives to further strengthen NepalPakistan relations. We will briefly see how the two … [+24258 chars]"
Beauty trade show opens with 400 exhibitors,"KUALA LUMPUR: Malaysia's largest beauty trade show – beautyexpo & Cosmobeauté Malaysia (BECBM) 2025 – has opened its doors at the Kuala Lumpur Convention Centre, marking the start of global collaboration, product innovation and trendsetting showcases. Read fu…",The Star Online,2025-09-30T23:00:00Z,https://www.thestar.com.my/news/nation/2025/10/01/beauty-trade-show-opens-with-400-exhibitors,"KUALA LUMPUR: Malaysias largest beauty trade show beautyexpo &amp; Cosmobeauté Malaysia (BECBM) 2025 has opened its doors at the Kuala Lumpur Convention Centre, marking the start of global collaborat… [+4812 chars]"
"Hardly any applause as Trump tells top US military leaders to focus on war, discipline, and global threats","Trump spoke to top US military leaders, but his speech got little applause. He and Defense Secretary Hegseth focused on stronger military, ending politically correct rules, and preparing for war. Trump also talked about cities, global conflicts, NATO, and riv…",The Times of India,2025-09-30T21:18:24Z,https://economictimes.indiatimes.com/news/international/us/hardly-any-applause-as-trump-tells-top-us-military-leaders-to-focus-on-war-discipline-and-global-threats/articleshow/124243773.cms,Donald Trump gave a call for the military to use 'dangerous' cities as guinea pigs before letting the National Guard run amok in Chicago at a briefing for top US military officials. And much to his d… [+4366 chars]
Guest Contribution: “How do UK and Australia relations with China react to US-China shocks”,"Today, we are pleased to present a guest contribution written by Jamel Saadaoui (Université Paris 8-Vincennes).   A lot of my friends, economists or econometricians, do not really like the concept of Granger causality. To some extent, the essence of the conce…",Econbrowser.com,2025-09-30T19:27:44Z,https://econbrowser.com/archives/2025/09/guest-contribution-how-do-uk-and-australia-relations-with-china-react-to-us-china-shocks,"Today, we are pleased to present a guest contribution written by Jamel Saadaoui (Université Paris 8-Vincennes).
A lot of my friends, economists or econometricians, do not really like the concept of … [+4449 chars]"
All-round Deepti Sharma leads India to 59-run win over Sri Lanka in ODI World Cup opener,India's batting depth came in handy to post a recovery from 124/6 to 269-8 in 47 overs.,The Indian Express,2025-09-30T18:56:08Z,https://indianexpress.com/article/sports/cricket/deepti-sharma-india-sri-lanka-59-run-win-womens-world-cup-2025-10281006/,"At various points during the opening match of the ICC Women’s World Cup opener between India and Sri Lanka in Guwahati, it felt like the tournament co-hosts were going to crash the hosts’ party. Sri … [+4566 chars]"
Centre plans revival of Border Wing Home Guards following Ladakh unrest and Pahalgam attack,"Following recent border unrest and the Pahalgam attack, the union government plans to revive Border Wing Home Guards (BWHG) with local recruits. These guards will serve as 'eyes and ears' for forces like ITBP and BSF along China and Pakistan borders. The init…",The Times of India,2025-09-30T18:54:12Z,https://economictimes.indiatimes.com/news/defence/centre-plans-revival-of-border-wing-home-guards-following-ladakh-unrest-and-pahalgam-attack/articleshow/124242967.cms,"New Delhi: In wake of the recent Ladakh unrest and Pahalgam attack earlier this year, the union government is planning to revive Border Wing Home Guards (BWHG) for its active engagement with border g… [+1987 chars]"
PM Modi backs US President Donald Trump's Gaza peace plan,"Prime Minister Narendra Modi welcomed US President Donald Trump's 20-point Gaza peace proposal. The plan aimed for lasting peace between Israelis and Palestinians. It included a ceasefire, hostage exchange, and Israeli withdrawal. Trump unveiled the initiativ…",The Times of India,2025-09-30T18:43:27Z,https://economictimes.indiatimes.com/news/india/pm-modi-backs-us-president-donald-trumps-gaza-peace-plan/articleshow/124242743.cms,New Delhi: Prime minister Narendra Modi on Tuesday welcomed the 20-point peace proposal for Gaza announced by US President Donald Trump and endorsed by key members of the Organisation of Islamic Conf… [+2154 chars]
Trump and Hegseth Quantico summit — is the meeting called because America’s lead over Russia and China is slipping fast?,"President Donald Trump and Defense Secretary Pete Hegseth held a rare and powerful meeting with nearly 800 top US military leaders at Quantico on September 30, 2025. Secretary Hegseth announced sweeping changes to restore what he called the “warrior ethos.” P…",The Times of India,2025-09-30T18:40:00Z,https://economictimes.indiatimes.com/news/international/us/at-a-rare-quantico-summit-trump-and-hegseth-push-strict-military-standards-and-warn-of-internal-threats-is-americas-lead-over-russia-and-china-slipping-fast/articleshow/124242162.cms,"Trump and Hegseth address top U.S. military commanders with a war-focused agenda: U.S. Defense Secretary Pete Hegseth told top military leaders that America has the strongest, most lethal, and most p… [+7081 chars]"
Key takeaways from Trump’s speech to US military generals,Republican president tells top military officers they will play part in 'war from within' in major US cities.,Al Jazeera English,2025-09-30T18:36:26Z,https://www.aljazeera.com/news/2025/9/30/key-takeaways-from-trumps-speech-to-us-military-generals,"Washington, DC United States President Donald Trump has addressed hundreds of US generals in Virginia on topics ranging from climbing up stairs to the crisis in Ukraine often repeating his talking po… [+5472 chars]"
Sugar Prices Supported by a Weaker Dollar and Stronger Global Demand,"October NY world sugar #11 (SBV25 ) on Tuesday closed up +0.08 (+0.50%), and December London ICE white sugar #5 (SWZ25 ) closed up +6.00 (+1.30%). Sugar...",Barchart.com,2025-09-30T18:27:27Z,https://www.barchart.com/story/news/35137107/sugar-prices-supported-by-a-weaker-dollar-and-stronger-global-demand,"October NY world sugar #11 (SBV25) on Tuesday closed up +0.08 (+0.50%), and December London ICE white sugar #5 (SWZ25) closed up +6.00 (+1.30%).
Sugar prices moved higher on Tuesday, with NY sugar p… [+4674 chars]"
Put actions where ambitions are,"Reforms are essential, but are blocked by states that favour status quo and want to stymie the rise of new and competing global players. India needs to get proactive. Or, as Mohandas Gandhi said, be the change you wish to see.",The Times of India,2025-09-30T17:56:51Z,https://economictimes.indiatimes.com/opinion/et-editorial/put-actions-where-ambitions-are/articleshow/124241680.cms,"The annual opening of the UN General Assembly, usually attended by heads of state and government, is an opportunity to understand a country's vision of, and approach to, global engagement. India does… [+1555 chars]"
"How to watch Galatasaray vs Liverpool: live Champions League 2025/26 game, free streams","All the ways to watch Galatasaray vs Liverpool live streams online and on TV from anywhere, as the Reds look to bounce back from their league defeat.",TechRadar,2025-09-30T16:30:00Z,https://www.techradar.com/how-to-watch/football/galatasaray-vs-liverpool-champions-league-2025-26-free,"The Galatasaray vs Liverpool live stream sees the visitors aiming to inflict another damaging European defeat on the Turkish champions.
Galatasaray have started the season in superb fashion and sit … [+11197 chars]"
"How to watch Chelsea vs Benfica: live Champions League 2025/26 game, free streams","All the ways to watch Chelsea vs Benfica live streams online and on TV from anywhere, as both teams get their Champions League campaigns underway.",TechRadar,2025-09-30T16:30:00Z,https://www.techradar.com/how-to-watch/football/chelsea-vs-benfica-champions-league-2025-26-free,"The Chelsea vs Benfica live stream sees Jose Mourinho return to Stamford Bridge to face the club with whom he won three Premier League titles.
Mourinho was handed the reins at Benfica earlier this m… [+10622 chars]"
Sugar Rallies on Dollar Weakness and Strong Demand from Pakistan,"October NY world sugar #11 (SBV25 ) today is up +0.15 (+0.94%), and December London ICE white sugar #5 (SWZ25 ) is up +6.50 (+1.41%). Sugar prices are moving...",Barchart.com,2025-09-30T16:29:10Z,https://www.barchart.com/story/news/35134629/sugar-rallies-on-dollar-weakness-and-strong-demand-from-pakistan,"October NY world sugar #11 (SBV25) today is up +0.15 (+0.94%), and December London ICE white sugar #5 (SWZ25) is up +6.50 (+1.41%).
Sugar prices are moving sharply higher today, with NY sugar postin… [+4667 chars]"
Pumped and dumped Pakistan back in US favor; Trump says he loved Pak general thanking him for saving millions of lives,"US President Donald Trump reiterated his claim of averting nuclear war between India and Pakistan, praising Pakistani leaders for their gratitude. He also repeated unsubstantiated claims of seven downed planes. Trump's admiration for Pakistan's ""Field Marshal…",The Times of India,2025-09-30T16:17:43Z,https://timesofindia.indiatimes.com/world/us/pumped-and-dumped-pakistan-back-in-us-favor-trump-says-he-loved-pak-general-thanking-him-for-saving-millions-of-lives/articleshow/124239186.cms,"Navratri 2025: Shraddha Kapoor, Alia Bhatt, and other divas' inspired pink ethnic looks for day 9"
PCB cancels player NOCs for playing in foreign T20 leagues a day after defeat to India in Asia Cup final: Report,"lthough no particular reason has been given for the move, the notification of the move came a day after Pakistan's Asia Cup final loss to India.",The Indian Express,2025-09-30T16:13:19Z,https://indianexpress.com/article/sports/cricket/pcb-noc-pakistan-players-overseas-t20-leagues-asia-cup-10280744/,The Pakistan Cricket Board (PCB) has reportedly suspended all no-objection certificates to players for participating in T20 leagues outside the country. Although no particular reason has been given f… [+1644 chars]
Ukraine Lawmakers Move to Nominate Donald Trump for Nobel Peace Prize,"A bill appeared on the docket of Verkhovna Rada, the national parliamentary body of Ukraine, on Monday appearing to propose nominating President Donald Trump for the Nobel Peace Prize.
The post Ukraine Lawmakers Move to Nominate Donald Trump for Nobel Peace P…",Breitbart News,2025-09-30T16:04:53Z,https://www.breitbart.com/europe/2025/09/30/ukraine-lawmakers-move-nominate-donald-trump-nobel-peace-prize/,"A bill appeared on the docket of Verkhovna Rada, the national parliamentary body of Ukraine, on Monday appearing to propose nominating President Donald Trump for the Nobel Peace Prize.
If passed thr… [+5675 chars]"
Just not cricket,India should not have played in Asia Cup,BusinessLine,2025-09-30T16:01:48Z,https://www.thehindubusinessline.com/opinion/editorial/just-not-cricket/article70112935.ece,"The wry saying that sport is war by other means sadly came true in the recently concluded Asia Cup, where India beat Pakistan thrice in an equal number of encounters in the course of the last month. … [+2752 chars]"
"Pakistan's KSE 100 index rallies 8,000 points in 6 unbeaten sessions. 2 reasons why","Pakistan’s KSE 100 index surged nearly 8,000 points in six sessions, hitting a 52-week high amid improving US ties and a strategic defence pact with Saudi Arabia, boosting investor sentiment and top stock performances.",The Times of India,2025-09-30T15:57:27Z,https://economictimes.indiatimes.com/markets/stocks/news/pakistans-kse-100-index-rallies-8000-points-in-6-unbeaten-sessions-2-reasons-why/articleshow/124238924.cms,"Pakistan stock market is on a roll, with the benchmark KSE 100 index rallying nearly 8,000 points in the past six trading sessions and remaining unbeaten. The index hit a fresh 52-week high of 166,55… [+2323 chars]"
The 6 Most Bonkers Things Trump Said During Surreal Meeting With Top Military Brass,"Trump's address lurched from nuclear weapons to his love of gold-edged stationery and Biden’s stair-related clumsiness.
The post The 6 Most Bonkers Things Trump Said During Surreal Meeting With Top Military Brass first appeared on Mediaite.",Mediaite,2025-09-30T15:51:44Z,https://www.mediaite.com/media/tv/the-6-most-bonkers-things-trump-said-during-surreal-meeting-with-top-military-brass/,"President Donald Trump summoned hundreds of U.S. generals and admirals to Quantico, Virginia on Tuesday and, following a takedown of DEI by Secretary of War Pete Hegseth, launched into a freewheeling… [+6931 chars]"
How India and Pakistan let war spill onto cricket field,"The animosity between India and Pakistan bubbled over at the Asia Cup finals in Dubai, showing that cricket is more than just a game when played between the two regional rivals. India's victory over Pakistan at the Asia Cup finals this weekend bore stark test…",DW (English),2025-09-30T14:42:00Z,https://www.dw.com/en/how-india-and-pakistan-let-war-spill-onto-cricket-field/a-74188321,India's victory over Pakistan at the Asia Cup finals this weekend bore stark testimony to how the two fierce rivals turn everything including cricket into just another arena for their decades of acri… [+6681 chars]
"Pakistan and India conflict was 'very big', I settled that: US president Donald Trump",US President Donald Trump again states he settled the India and Pakistan conflict. He made this claim during remarks to military leaders in Quantico. Trump previously announced a ceasefire between the nuclear powers. India maintains the ceasefire resulted fro…,The Times of India,2025-09-30T14:28:57Z,https://economictimes.indiatimes.com/news/india/pakistan-and-india-conflict-was-very-big-i-settled-that-us-president-donald-trump/articleshow/124237709.cms,"US President Donald Trump on Tuesday again claimed that he settled the ""very big"" conflict between nuclear-armed India and Pakistan.""I have settled so many wars since we're here. We're here almost ni… [+1254 chars]"
Agree with Surya bhai that there is no rivalry with Pakistan but knew they would come prepared: Tilak Varma after Asia Cup final heroics,Tilak Varma said that the Indian team were ready for a tough contest in the final as they knew that Pakistan would come prepared due to the enormity of the occassion.,The Indian Express,2025-09-30T14:19:09Z,https://indianexpress.com/article/sports/cricket/tilak-varma-india-pakistan-suryakumar-yadav-asia-cup-final-10280512/,"Tilak Varma said that while he agrees with his captain Suryakumar Yadav’s statement that there is no rivalry any more between India and Pakistan, they were prepared for the opposition to come prepare… [+1727 chars]"
"Integrating AI in Pakistani ESL classrooms: Teachers’ practices, perspectives, and impact on student performance","The global rise of Artificial Intelligence (AI) in English as a Second Language (ESL) education has shown promise, yet its application in resource-constrained contexts like Pakistan remains underexplored. This study examines the integration of AI tools in Pak…",Plos.org,2025-09-30T14:00:00Z,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0333352,"Abstract
The global rise of Artificial Intelligence (AI) in English as a Second Language (ESL) education has shown promise, yet its application in resource-constrained contexts like Pakistan remains… [+75575 chars]"
Trump’s Desire to Seize Bagram Airfield Will End in Disaster,"A terse takedown of the latest Trump bright idea, of trying to retake the Bagram airbase in Afghanistan.",Nakedcapitalism.com,2025-09-30T13:55:15Z,https://www.nakedcapitalism.com/2025/09/trumps-desire-to-seize-bagram-airfield-will-end-in-disaster.html,"This is Naked Capitalism fundraising week. 431 donors have already invested in our efforts to combat corruption and predatory conduct, particularly in the financial realm. Please join us and particip… [+7525 chars]"
Ukrainian MPs push for Trump Nobel Peace Prize bid,Several lawmakers have praised the US president’s efforts to mediate the Kiev-Moscow conflict Read Full Article at RT.com,RT,2025-09-30T13:53:00Z,https://www.rt.com/news/625654-ukrainian-mps-trump-nobel-peace-prize/,"A group of Ukrainian lawmakers has proposed nominating US President Donald Trump for the Nobel Peace Prize, praising his “strategic foresight” and efforts to settle the conflict between Moscow and Ki… [+2084 chars]"
BCCI raises 'strong objection' to Asia Cup trophy not being presented to India at Asian Cricket Council's AGM,"The BCCI raised a 'strong objection' after India was denied the Asia Cup trophy at the Asian Cricket Council’s AGM. Following India’s win over Pakistan, the team refused to accept the trophy from ACC president Mohsin Naqvi, leading to a delayed ceremony where…",The Times of India,2025-09-30T13:32:22Z,https://economictimes.indiatimes.com/news/sports/bcci-raises-strong-objection-to-asia-cup-trophy-not-being-presented-to-india-at-asian-cricket-councils-agm/articleshow/124236709.cms,"The BCCI on Tuesday raised ""strong objection"" in the Asian Cricket Council's AGM over India not being presented the winner's trophy of the Asia Cup but the body's chairman Mohsin Naqvi remained defia… [+3201 chars]"
Security in South Asia: Shifting Ways of the Islamic State,"On August 8th, 2025, Abdul Malik, a senior key figure of the Islamic State Khorasan Province (ISKP), was killed in the Tangi area of Qambar Khel in Khyber Pakhtunkhwa, Pakistan. Malik had been the chief operational planner of ISKP, who had previously escaped …",Fair Observer,2025-09-30T13:29:58Z,https://www.fairobserver.com/politics/security-in-south-asia-shifting-ways-of-the-islamic-state/,"On August 8th, 2025, Abdul Malik, a senior key figure of the Islamic State Khorasan Province (ISKP), was killed in the Tangi area of Qambar Khel in Khyber Pakhtunkhwa, Pakistan. Malik had been the ch… [+5440 chars]"
"India is new builder of world, we want it to come and build our regions: Israel",Israeli Ambassador Reuven Azar welcomed India's role in Gaza reconstruction. He stated India can contribute to the region. Prime Minister Narendra Modi earlier supported President Trump's peace plan. The plan proposes an immediate end to the Gaza conflict. In…,The Times of India,2025-09-30T12:27:59Z,https://economictimes.indiatimes.com/news/india/india-is-new-builder-of-world-we-want-it-to-come-and-build-our-regions-israel/articleshow/124235512.cms,President Donald Trump's peace plan for Gaza will allow countries like India to carry out reconstruction activities in the region as New Delhi has been playing a positive role for peace in the Middle… [+2124 chars]
India unlikely to agree delinking GI for basmati rice from FTA with EU,"India resists EU proposal to separate basmati rice GI tag from FTA, highlighting sovereignty and heritage concerns.",BusinessLine,2025-09-30T11:46:09Z,https://www.thehindubusinessline.com/economy/agri-business/india-unlikely-to-agree-delinking-gi-for-basmati-rice-from-fta-with-eu/article70112728.ece,India will likely not accept any proposal from the European Union to decouple the issue of the protected Geographical Indication (GI) tag for basmati rice from the purview of the Indo-EU free trade a… [+5120 chars]
"'Pakistan PM gave Rs 25 lakh cheque, but it bounced’: Spinner Saeed Ajmal's video goes viral after India wins Asia Cup final","Former Pakistan spinner Saeed Ajmal's viral video revealed that the 2009 T20 World Cup-winning team's reward cheques from the Prime Minister bounced, causing public embarrassment. This starkly contrasts with India's recent substantial reward for their Asia Cu…",The Times of India,2025-09-30T11:02:57Z,https://economictimes.indiatimes.com/news/new-updates/pakistan-pm-gave-rs-25-lakh-cheque-but-it-bounced-spinner-saeed-ajmals-video-goes-viral-after-india-wins-asia-cup-final/articleshow/124232056.cms,"Investment Ideas
Grow your wealth with stock ideas &amp; sectoral trends.
Stock Reports Plus
Buy low &amp; sell high with access to Stock Score, Upside potential &amp; more. 
BigBull Portfolio
G… [+439 chars]"
"PREVIEW: Accor 20% To 25% Off Global Sale For Stays Through March 31, 2026","Accor is currently running an app sale (read more here), but another sale is set to launch online once the current one ends, on October 10, 2025. There is a global sale for stays through March 31, 2026, at either 20% or 25% discount. You […]",Loyaltylobby.com,2025-09-30T11:00:13Z,https://loyaltylobby.com/2025/09/30/preview-accor-20-to-25-off-global-sale-for-stays-through-march-31-2026/,"Accor is currently running an app sale (read more here), but another sale is set to launch online once the current one ends, on October 10, 2025.There is a global sale for stays through March 31, 202… [+3551 chars]"
