title,description,source,published_at,url,content
Modi welcomes Trump’s Gaza ceasefire plan,Indian Prime Minister Narendra Modi has called Washington’s attempt to end the fighting in Palestine a “viable pathway” to peace Read Full Article at RT.com,RT,2025-09-30T10:59:57Z,https://www.rt.com/india/625637-modi-welcomes-trumps-gaza-ceasefire/,"Indian Prime Minister Narendra Modi has welcomed US President Donald Trump’s 20-point plan aimed at resolving the Gaza conflict.
In a post on X on Tuesday, Modi called the plan a “viable pathway” to… [+2061 chars]"
Sonam Wangchuk being projected as anti-national as par of witch-hunt: Wife,"Gitanjali Angmo, wife of Sonam Wangchuk, alleged a ""witch-hunt"" and ""baseless narratives"" against him following his NSA detention. She challenged authorities to an open debate, refuting ""anti-national"" claims and FCRA violations, while highlighting his contri…",The Times of India,2025-09-30T10:49:47Z,https://economictimes.indiatimes.com/news/politics-and-nation/sonam-wangchuk-being-projected-as-anti-national-as-par-of-witch-hunt-wife/articleshow/124232878.cms,"Gitanjali Angmo, the wife of education reformer and activist Sonam Wangchuk and co-founder of the Himalayan Institute of Alternatives Ladakh (HIAL), on Tuesday alleged that ""baseless narratives"" were… [+4963 chars]"
"As Floods Worsen, Pakistan Is the Epicenter of Climate Change",This season’s intense monsoon rains caused flooding that killed hundreds and displaced millions of people in Pakistan — an increasingly frequent occurrence. Scientists who study extreme weather warn that Pakistan is more vulnerable to climate change than any …,Yale.edu,2025-09-30T10:42:00Z,https://e360.yale.edu/features/pakistan-climate-floods,The South Asian monsoon is a life-giver for 2 billion people. The regular rains from June to September nourish the crops they eat and temper the regions searing heat. But you can have too much of a g… [+13216 chars]
Tri-services integration not only matter of policy but crucial for survival: Rajnath Singh,"Defence Minister Rajnath Singh highlighted tri-services synergy. He stated Operation Sindoor demonstrated unified operational coherence. This success must become the benchmark for future military actions. Indian Air Force, Army, and Navy systems worked togeth…",The Times of India,2025-09-30T10:11:10Z,https://economictimes.indiatimes.com/news/defence/tri-services-integration-not-only-matter-of-policy-but-crucial-for-survival-rajnath-singh/articleshow/124232019.cms,"The tri-services synergy with unified real-time operational coherence demonstrated during Operation Sindoor was a ""living example"" to deliver decisive result and it must become the benchmark for all … [+3333 chars]"
The Stunning Reversal in U.S.-India Relations,Isaac Chotiner interviews Milan Vaishnav on the tensions between India and the United States and the role that Donald Trump and Narendra Modi play in the fraying relationship.,The New Yorker,2025-09-30T10:00:00Z,https://www.newyorker.com/news/q-and-a/the-stunning-reversal-in-us-india-relations,"Almost exactly six years ago, Donald Trump and Narendra Modi headlined an event in the Houston Texans football stadium called Howdy, Modi. Trump, then in his first term as President of the United Sta… [+5383 chars]"
Suicide blast near paramilitary headquarters in Pakistan’s Quetta kills 10,More than 30 injured in explosion outside security installation in the capital of southwestern province of Balochistan.,Al Jazeera English,2025-09-30T09:38:08Z,https://www.aljazeera.com/news/2025/9/30/suicide-blast-near-paramilitary-headquarters-in-pakistans-quetta-kills-10,"Islamabad, Pakistan A powerful car bomb blast outside the headquarters of Pakistans paramilitary Frontier Corps in the southwestern city of Quetta has killed at least 10 people and wounded more than … [+1044 chars]"
Women’s Cricket World Cup begins with Sri Lanka bowling first to India,Captain Chamari Athapaththu won the coin toss and opted for Sri Lanka to bowl first against India in the opening match of the Women's Cricket World Cup on...,Yahoo Entertainment,2025-09-30T09:27:54Z,https://sports.yahoo.com/article/women-cricket-world-cup-begins-092754270.html,"GUWAHATI, India (AP) Captain Chamari Athapaththu won the coin toss and opted for Sri Lanka to bowl first against India in the opening match of the Womens Cricket World Cup on Tuesday.
Eight teams wi… [+1632 chars]"
"Shoaib Akhtar slams Pakistan cricket culture, says PCB wants 'Lallu-kattu shareef bacche, not match-winners’","Former Pakistan fast bowler Shoaib Akhtar heavily criticized the national team's management, captain, coach, and PCB following their Asia Cup 2025 final defeat to India. He highlighted systemic issues like weak leadership, poor team combinations, and tactical…",The Times of India,2025-09-30T09:13:14Z,https://economictimes.indiatimes.com/news/new-updates/shoaib-akhtar-slams-pakistan-cricket-culture-says-pcb-wants-lallu-kattu-shareef-bacche-not-match-winners/articleshow/124230463.cms,"Former Pakistan fast bowler Shoaib Akhtar heavily criticized the national team's management, captain, coach, and PCB following their Asia Cup 2025 final defeat to India. He highlighted systemic issue… [+242 chars]"
Top 10 must-watch matches of the ICC Women’s World Cup 2025,"The ICC Women’s Cricket World Cup 2025, co-hosted by India and Sri Lanka from September 30 to November 2, will showcase eight top teams. This preview highlights 10 unmissable matches, including high-stakes clashes like India vs Pakistan and Australia vs Engla…",The Times of India,2025-09-30T08:58:15Z,https://economictimes.indiatimes.com/news/sports/top-10-must-watch-matches-of-the-icc-womens-world-cup-2025/articleshow/124230210.cms,"The ICC Women’s Cricket World Cup 2025, co-hosted by India and Sri Lanka from September 30 to November 2, will showcase eight top teams. This preview highlights 10 unmissable matches, including high-… [+200 chars]"
"Gaza peace plan: Trump the businessman’s big imprint; for India, reasons for relief, caution","What is the new Gaza peace plan? Why is Tony Blair being talked about again? With Trump welcoming Pakistan's role, what should New Delhi watch out for?",The Indian Express,2025-09-30T08:42:02Z,https://indianexpress.com/article/explained/explained-global/gaza-peace-plan-trump-businessman-india-pakistan-10280037/,"In one of the most ambitious plans to bring about peace in Gaza as the war nears its second anniversary, US President Donald Trump after eight months of negotiations has put forward a 20-point propos… [+9890 chars]"
"India-W vs Sri Lanka-W Live Cricket Score, ICC Women’s World Cup 2025: IND to bat first as SL win toss","IND-W vs SL-W Live Cricket Score, India Women's vs Sri Lanka Women's World Cup 2025 Live Score Today Match Updates: Harmanpreet Kaur's India will take on Chamari Athapaththu's Sri Lanka in Guwahati at 3:00 PM IST",The Indian Express,2025-09-30T08:37:15Z,https://indianexpress.com/article/sports/cricket/india-women-vs-sri-lanka-women-match-1-live-score-icc-womens-world-cup-2025-ind-w-vs-sl-w-live-updates-at-barsapara-cricket-stadium-guwahati-10279107/,"India Women vs Sri Lanka Women Live: India start their World Cup campaign in Colombo against the co-hosts. IND-W vs SL-W Live Cricket Score, India Women vs Sri Lanka Womens Live Score Updates: The In… [+7905 chars]"
Women's World Cup Live: India open campaign against Sri Lanka in Guwahati,"India vs Sri Lanka Live Score, Women's World Cup 2025: India’s women’s cricket team is primed for a historic campaign as it seeks its first-ever ICC",The Times of India,2025-09-30T08:30:44Z,https://timesofindia.indiatimes.com/sports/cricket/india-vs-sri-lanka-live-score-today-cricket-match-ind-w-vs-sl-w-womens-world-cup-2025-live-updates-harmanpreet-kaur-smriti-mandhana/liveblog/124229973.cms,"India vs Sri Lanka Live Score, Women's World Cup 2025: Indias womens cricket team is primed for a historic campaign as it seeks its first-ever ICC trophy at the ODI World Cup, beginning today with a … [+1543 chars]"
Best reply to sledging from Pakistan players was to win Asia Cup: Tilak Varma,Tilak Varma spoke about India's Asia Cup victory. He called it the best reply to Pakistan's aggression. Varma scored an unbeaten 69 runs in the final. He faced pressure and verbal volleys from Pakistan players. Tilak focused on basics during his innings. He r…,The Times of India,2025-09-30T08:23:22Z,https://economictimes.indiatimes.com/news/sports/best-reply-to-sledging-from-pakistan-players-was-to-win-asia-cup-tilak-varma/articleshow/124229853.cms,"Winning the Asia Cup was the ""best reply"" to an aggressive opposition, middle-order batter Tilak Varma said on Tuesday, revealing that he aced an initial bout of pressure and verbal volleys by Pakist… [+2454 chars]"
"Women's ODI World Cup 2025: Full Schedule, Live Streaming, Start Time - How to watch Live in US","The ICC Women's World Cup 2025 will begin on September 30. India and Sri Lanka co-host the tournament. Eight teams will compete for the championship until November 2. India aims for its maiden title with home support. Australia, England, and New Zealand also …",The Times of India,2025-09-30T08:15:39Z,https://economictimes.indiatimes.com/news/international/us/womens-odi-world-cup-2025-full-schedule-live-streaming-start-time-how-to-watch-live-in-us/articleshow/124229700.cms,"Womens cricket will shine on the global stage as eight teams battle for glory in the ICC Womens World Cup 2025, co-hosted by India and Sri Lanka from September 30 to November 2. Australia, the reigni… [+5637 chars]"
Chidambaram reveals US stopped India from military retaliation after deadly 26/11 Mumbai attacks,"Former Home Minister P. Chidambaram disclosed that India considered military retaliation after the 26/11 Mumbai attacks but opted against it due to international pressure, including from the US. BJP ministers Kiren Rijiju and Pralhad Joshi strongly criticized…",The Times of India,2025-09-30T07:59:45Z,https://economictimes.indiatimes.com/news/politics-and-nation/chidambaram-reveals-us-stopped-india-from-military-retaliation-after-deadly-26/11-mumbai-attacks/articleshow/124229304.cms,"Chidambaram, who was the Union Home Minister at the time when the terrorists attacked several parts of Mumbai, led by Prime Minister Manmohan Singh, in an interview to a TV channel, said ""the whole w… [+2333 chars]"
Shocking! Pakistan captain Salman Ali Agha accuses India of disrespecting cricket in Asia Cup,"Pakistan captain Salman Ali Agha publicly criticized Indian skipper Suryakumar Yadav for not shaking hands after the Asia Cup final, despite private greetings. Agha labeled India's conduct ""disrespectful to cricket,"" implying Yadav followed instructions. Post…",The Times of India,2025-09-30T07:44:55Z,https://timesofindia.indiatimes.com/sports/cricket/asia-cup/shocking-pakistan-captain-salman-ali-agha-accuses-india-of-disrespecting-cricket-in-asia-cup/articleshow/124229182.cms,"Navratri 2025: Shraddha Kapoor, Alia Bhatt, and other divas' inspired pink ethnic looks for day 9"
"Women's ODI World Cup 2025 Live Streaming: How to watch in Australia - Schedule, Start Time, Format, Prize Money and more","The ICC Women’s World Cup 2025, co-hosted by India and Sri Lanka from September 30 to November 2, will see eight nations compete for the title. Defending champions Australia and strong contenders India are poised for a thrilling tournament, with Pakistan's ma…",The Times of India,2025-09-30T07:07:45Z,https://economictimes.indiatimes.com/news/international/australia/womens-odi-world-cup-2025-live-streaming-how-to-watch-in-australia-schedule-start-time-format-prize-money-and-more/articleshow/124228422.cms,"Womens cricket takes the spotlight as eight nations gear up for the ICC Womens World Cup 2025, jointly hosted by India and Sri Lanka from September 30 to November 2. The tournament kicks off in Guwah… [+3760 chars]"
Mike Hesson’s great Pakistan challenge: How will coach handle harsh criticism from ex-Pakistan players and why does he persist with allrounders?,"The politically-charged atmosphere around Pakistan’s games with India might have been alien to him, but on cricketing matters Pakistan coach is just following what he has already spelt out to PCB, players and to the fans",The Indian Express,2025-09-30T06:47:31Z,https://indianexpress.com/article/sports/cricket/mike-hessons-great-pakistan-challenge-harsh-criticism-allrounders-10279747/,"Kahaan se pakad ke laaye yeh coach aap, usko yeh nahi pata khuda ke waasta allrounders nahi chalte; three proper fast bowlers, two proper spinners – you want Saim Ayub to bowl in powerplay? Why would… [+7649 chars]"
US sanctions on India’s strategic Chabahar port in Iran come into effect: What's next for New Delhi?,"The United States sanctioned India's Chabahar port project in Iran, ending a rare exemption and significantly impacting New Delhi's regional ambitions. This move, part of Washington's ""maximum pressure"" policy, forces Indian companies to exit within 45 days o…",The Times of India,2025-09-30T06:19:08Z,https://economictimes.indiatimes.com/news/economy/foreign-trade/us-sanctions-hit-indias-strategic-chabahar-port-in-iran-raising-stakes-for-new-delhi-whats-next/articleshow/124227235.cms,"The United States' renewed sanctions on Indias Chabahar port project in Iran came into effect on Monday, in a significant setback for New Delhis regional ambitions and its decades-long strategic enga… [+3453 chars]"
Mint Explainer | Why India is equipping fishing vessels with transponders,"The initiative enhances maritime security, ensures fisher safety, and promotes sustainable management, while also preventing unauthorized border crossings and aiding in emergency communications.",Livemint,2025-09-30T05:35:20Z,https://www.livemint.com/industry/agriculture/indian-fishermen-arrest-pakistan-sri-lanka-satellite-transponders-monitoring-fishing-boats-maritime-security-fisheries-11759206008951.html,"India has started equipping fishing vessels with satellite-based transponders for real-time monitoring. About 36,000 fishing boats have been fitted with the devices and the plan is to cover all 100,0… [+4704 chars]"
"In case of Pakistan win, Shahid Afridi and Muhammad Yunus wanted it dedicated to the Pakistan Air Force, even messaging players to do so","India secured a thrilling five-wicket victory over Pakistan in the Asia Cup 2025 final, chasing 147 after Pakistan's strong start collapsed. Tilak Varma's unbeaten 69 anchored India's chase, but the champions controversially declined the winner's trophy from …",The Times of India,2025-09-30T05:34:15Z,https://economictimes.indiatimes.com/news/new-updates/in-case-of-pakistan-win-shahid-afridi-and-muhammad-yunus-wanted-it-dedicated-to-the-pakistan-air-force-even-messaging-players-to-do-so/articleshow/124226049.cms,"Investment Ideas
Grow your wealth with stock ideas &amp; sectoral trends.
Stock Reports Plus
Buy low &amp; sell high with access to Stock Score, Upside potential &amp; more. 
BigBull Portfolio
G… [+439 chars]"
Sixers from Captain Modi,"India’s Asia Cup win against Pakistan in Dubai on Sunday was supposed to be about cricketing glory. Instead, it turned into a geopolitical innings after Prime Minister Narendra Modi smashed a six of his own — tying the triumph to “Operation Sindoor”, India’s …",Gossiplankanews.com,2025-09-30T05:06:00Z,https://english.gossiplankanews.com/2025/09/sixers-from-captain-modi.html,"India’s Asia Cup win against Pakistan in Dubai on Sunday was supposed to be about cricketing glory. Instead, it turned into a geopolitical innings after Prime Minister Narendra Modi smashed a six of … [+2211 chars]"
‘Operation Sindoor’: How cricket became latest India-Pakistan weapon of war,The India-Pakistan rivalry turned the Asia Cup into a battlefield for nationalist politics. Is there hope for change?,Al Jazeera English,2025-09-30T05:02:01Z,https://www.aljazeera.com/news/2025/9/30/operation-sindoor-how-cricket-became-latest-india-pakistan-weapon-of-war,"Islamabad, Pakistan When Indian Prime Minister Narendra Modi addressed parliament on July 29, more than two months after the four-day May clash with Pakistan, he hailed Indias military action dubbed … [+13423 chars]"
Eamon Ryan: China sees an opportunity in Trump’s climate denial,"As China sees its arch-rival going backwards, it will grab the chance to double down on the promise of cheaper, cleaner power",The Irish Times,2025-09-30T05:00:01Z,https://www.irishtimes.com/opinion/2025/09/30/eamon-ryan-china-sees-an-opportunity-in-trumps-climate-denial/,"I remember a dinner the International Energy Agency hosted back in 2008, where members met to discuss the possible entry of China and India into the club which was slightly tricky because members of … [+5030 chars]"
"How to watch ICC Women's Cricket World Cup 2025: free live streams, schedule, teams","All the ways to watch ICC Women's Cricket World Cup as England, India and Australia are the leading favourites for the title.",TechRadar,2025-09-30T05:00:00Z,https://www.techradar.com/how-to-watch/cricket/icc-womens-cricket-world-cup-2025-free,<ul><li>Watch ICC Women's Cricket World Cup on Willow via Sling TV (US)</li><li>ICC TVwill provide a free stream for select countries</li><li>Abroad? Unblock your stream with NordVPN (Save 70%)</li><… [+7516 chars]
Vijay Kumar Malhotra passes away: From Lahore to first Delhi BJP chief; a look at the veteran parliamentarian's life,"Veteran BJP leader Vijay Kumar Malhotra, the first president of the party's Delhi unit, passed away at 94. A central figure in Delhi politics, he was a five-time MP who famously defeated Manmohan Singh in 1999. Malhotra was also an educationist and sports adm…",The Times of India,2025-09-30T04:42:10Z,https://economictimes.indiatimes.com/news/politics-and-nation/vijay-kumar-malhotra-passes-away-from-lahore-to-first-delhi-bjp-chief-a-look-at-the-veteran-parliamentarians-life/articleshow/124225728.cms,"Vijay Kumar Malhotra, veteran BJP leader and the first president of the partys Delhi unit, passed away at his residence on Tuesday morning, the Delhi BJP said in a statement. He was 94.Born on Decemb… [+1589 chars]"
Google celebrates ICC Women’s World Cup 2025 opener with animated doodle: ‘Good luck to all the players and teams competing’,"Google Doodle Today: To celebrate the ICC Women's World Cup, the doodle features “Google” written in vibrant colours, highlighting the letter O with the cricket ball and L as wickets.",The Indian Express,2025-09-30T04:30:43Z,https://indianexpress.com/article/trending/trending-globally/google-doodle-icc-womens-world-cup-2025-10279542/,"Google Doodle Today: The 13th edition of the ICC Womens Cricket World Cup begins today, with Google marking the occasion with a special Doodle to highlight the tournament’s growing popularity. First … [+2086 chars]"
We never said we wouldn’t take the trophy: Suryakumar Yadav reveals what really happened during Asia Cup presentation ceremony,"Suryakumar Yadav revealed India never refused the Asia Cup 2025 trophy, despite officials taking it away after the final presentation. The team waited for the cup, which Pakistan's Interior Minister Mohsin Naqvi left with, sparking controversy. Indian players…",The Times of India,2025-09-30T04:07:12Z,https://economictimes.indiatimes.com/news/sports/we-never-said-we-wouldnt-take-the-trophy-suryakumar-yadav-reveals-what-really-happened-during-asia-cup-presentation-ceremony/articleshow/124224969.cms,"Suryakumar Yadav has revealed what went behind the scenes during the presentation ceremony after the Asia Cup 2025 final, where India did not receive the trophy. The India captain said that team Indi… [+1646 chars]"
'Pained by his passing away': PM Modi condoles death of first Delhi BJP President Vijay Kumar Malhotra,"Senior BJP leader Vijay Kumar Malhotra passed away at 93 in New Delhi. Prime Minister Narendra Modi mourned his death, highlighting his role in strengthening the party in Delhi. Malhotra served as the first Delhi BJP president. He was a five-time Member of Pa…",The Times of India,2025-09-30T04:06:17Z,https://economictimes.indiatimes.com/news/politics-and-nation/pained-by-his-passing-away-pm-modi-condoles-death-of-first-delhi-bjp-president-vijay-kumar-malhotra/articleshow/124225081.cms,"Prime Minister Narendra Modi on Tuesday mourned the death of senior BJP leader and first Delhi BJP president Vijay Kumar Malhotra, saying he ""played a vital role"" in strengthening the party in the Na… [+2396 chars]"
13th ICC Women’s Cricket World Cup 2025 kicks off today: Google Doodle celebrates opener as India faces Sri Lanka,"The 13th ICC Women’s Cricket World Cup 2025 officially begins today, celebrated by a Google Doodle. Co-hosts India open against Sri Lanka in Guwahati, as eight top teams, including seven-time champions Australia, vie for the prestigious trophy across India an…",The Times of India,2025-09-30T02:41:30Z,https://economictimes.indiatimes.com/news/new-updates/13th-icc-womens-cricket-world-cup-2025-kicks-off-today-google-doodle-celebrates-opener-as-india-faces-sri-lanka/articleshow/124223869.cms,"The 13th ICC Women’s Cricket World Cup 2025 officially begins today, and Google is celebrating the tournaments start with a special Doodle. This tribute highlights not only the global significance of… [+2905 chars]"
Women's Cricket World Cup 2025 Live Telecast: Where and how to watch ICC Women’s WC for free in India,"The ICC Women's Cricket World Cup 2025, co-hosted by India and Sri Lanka from September 30 to November 2, features eight top teams battling for the prestigious trophy. India, led by Harmanpreet Kaur, aims for their first title on home soil, with key matches a…",The Times of India,2025-09-30T02:30:35Z,https://economictimes.indiatimes.com/news/sports/womens-cricket-world-cup-2025-live-telecast-where-and-how-to-watch-icc-womens-wc-for-free-in-india/articleshow/124223779.cms,"The ICC Women's Cricket World Cup 2025, co-hosted by India and Sri Lanka from September 30 to November 2, features eight top teams battling for the prestigious trophy. India, led by Harmanpreet Kaur,… [+89 chars]"
India and Pakistan share flood risks and must combine solutions,Letter to the Editor,Nature.com,2025-09-30T00:00:00Z,https://www.nature.com/articles/d41586-025-03187-1,"Thank you for visiting nature.com. You are using a browser version with limited support for CSS. To obtain
 the best experience, we recommend you use a more up to date browser (or turn off compatibi… [+139 chars]"
